Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
16233	bio	1422013734.333	     1.585	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp45/sem/hurs/SMHI/CNRM-CERFACS-CNRM-CM5/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16235	thermo	1422013734.564	     1.355	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp45/sem/ua200/SMHI/CSIRO-QCCCE-CSIRO-Mk3-6-0/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16243	thermo	1422013735.465	     0.570	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp45/sem/rlut/SMHI/NOAA-GFDL-GFDL-ESM2M/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16229	litho	1422013733.881	     2.342	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp26/sem/hurs/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16244	litho	1422013735.574	     0.650	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp45/sem/rlut/SMHI/CNRM-CERFACS-CNRM-CM5/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16232	bio	1422013734.211	     2.157	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/sem/hurs/SMHI/CNRM-CERFACS-CNRM-CM5/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16246	thermo	1422013735.795	     0.638	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/historical/mon/snd/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16236	litho	1422013734.671	     1.924	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/sem/hurs/SMHI/MIROC-MIROC5/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16240	litho	1422013735.129	     1.562	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp26/sem/tasmax/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16237	bio	1422013734.782	     1.921	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp45/sem/hurs/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16249	thermo	1422013736.141	     0.572	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/evaluation/mon/va500/SMHI/ECMWF-ERAINT/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16238	thermo	1422013734.901	     2.026	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp26/sem/hurs/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16241	bio	1422013735.237	     1.704	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/sem/ua200/SMHI/CSIRO-QCCCE-CSIRO-Mk3-6-0/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16250	litho	1422013736.255	     0.691	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/sem/rlut/SMHI/NOAA-GFDL-GFDL-ESM2M/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16239	thermo	1422013735.022	     2.039	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp45/sem/hurs/SMHI/MIROC-MIROC5/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16247	atmos	1422013735.918	     1.191	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp45/sem/hurs/SMHI/NCC-NorESM1-M/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16253	thermo	1422013736.595	     0.546	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/sem/rlut/SMHI/CNRM-CERFACS-CNRM-CM5/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16245	litho	1422013735.688	     1.509	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/evaluation/mon/hus850/HMS/ECMWF-ERAINT/ALADIN52/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16254	litho	1422013736.704	     0.588	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp45/sem/tasmax/SMHI/CCCma-CanESM2/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16255	litho	1422013736.818	     0.608	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp26/sem/rlut/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16242	bio	1422013735.355	     2.138	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/sem/hurs/SMHI/NCC-NorESM1-M/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16256	bio	1422013736.927	     0.565	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp85/sem/tasmax/SMHI/CCCma-CanESM2/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16257	litho	1422013737.033	     0.532	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp45/sem/rlut/SMHI/MIROC-MIROC5/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16248	bio	1422013736.027	     1.558	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/sem/hurs/SMHI/NOAA-GFDL-GFDL-ESM2M/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16252	bio	1422013736.479	     1.118	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp45/sem/hurs/SMHI/NOAA-GFDL-GFDL-ESM2M/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16251	litho	1422013736.368	     1.283	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp26/sem/rlut/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16259	litho	1422013737.252	     0.570	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp45/sem/rlut/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16260	litho	1422013737.367	     0.517	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp45/sem/rlut/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16261	litho	1422013737.476	     0.517	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp45/sem/tasmax/SMHI/NOAA-GFDL-GFDL-ESM2M/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16258	bio	1422013737.141	     0.878	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp26/sem/tas/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16264	bio	1422013737.800	     0.572	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp85/sem/tasmax/SMHI/NOAA-GFDL-GFDL-ESM2M/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16265	litho	1422013737.909	     0.606	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp45/sem/tasmax/SMHI/MIROC-MIROC5/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16262	litho	1422013737.582	     1.013	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/historical/sem/va200/HMS/CNRM-CERFACS-CNRM-CM5/ALADIN52/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16266	litho	1422013738.019	     0.635	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/evaluation/mon/ua850/SMHI/ECMWF-ERAINT/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16267	litho	1422013738.129	     0.637	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp45/sem/tas/SMHI/MIROC-MIROC5/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16268	bio	1422013738.249	     0.549	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp26/sem/tasmax/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16263	litho	1422013737.690	     1.128	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/sem/hurs/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16269	bio	1422013738.373	     0.529	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp45/sem/ua200/SMHI/MIROC-MIROC5/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16271	litho	1422013738.594	     0.640	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/sem/ua200/SMHI/MIROC-MIROC5/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16272	litho	1422013738.704	     0.539	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp85/sem/tasmax/SMHI/MIROC-MIROC5/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16273	litho	1422013738.814	     0.586	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp45/sem/tas/SMHI/NOAA-GFDL-GFDL-ESM2M/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16274	litho	1422013738.924	     0.532	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp45/sem/tasmax/SMHI/CNRM-CERFACS-CNRM-CM5/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16270	bio	1422013738.487	     1.010	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp45/sem/hurs/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16276	bio	1422013739.162	     0.578	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/sem/rlut/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16277	litho	1422013739.272	     0.544	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp45/mon/snc/SMHI/NOAA-GFDL-GFDL-ESM2M/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16278	litho	1422013739.385	     0.525	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp45/sem/tasmax/SMHI/IPSL-IPSL-CM5A-MR/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16279	litho	1422013739.493	     0.546	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp45/sem/tasmax/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16275	litho	1422013739.043	     1.059	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp26/sem/tasmax/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16281	bio	1422013739.722	     0.517	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/historical/mon/mrro/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16282	litho	1422013739.825	     0.566	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/sem/rlut/SMHI/MIROC-MIROC5/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16283	litho	1422013739.933	     0.552	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/sem/rlut/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16284	bio	1422013740.039	     0.537	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp45/sem/rlut/SMHI/NCC-NorESM1-M/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16280	litho	1422013739.604	     1.032	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/historical/sem/evspsbl/HMS/CNRM-CERFACS-CNRM-CM5/ALADIN52/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16285	litho	1422013740.146	     0.582	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp85/sem/tasmax/SMHI/IPSL-IPSL-CM5A-MR/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16286	litho	1422013740.252	     0.541	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp85/sem/tasmax/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16287	bio	1422013740.359	     0.552	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp85/sem/tasmax/SMHI/CNRM-CERFACS-CNRM-CM5/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16288	litho	1422013740.466	     0.705	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp85/sem/tas/SMHI/NOAA-GFDL-GFDL-ESM2M/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16290	litho	1422013740.685	     0.559	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp45/sem/tasmax/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16289	litho	1422013740.577	     0.689	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp85/sem/tas/SMHI/MIROC-MIROC5/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16292	litho	1422013740.905	     0.559	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp85/sem/tasmax/SMHI/NCC-NorESM1-M/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16293	bio	1422013741.019	     0.549	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp45/sem/tas/SMHI/CNRM-CERFACS-CNRM-CM5/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16294	bio	1422013741.132	     0.503	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp45/sem/tas/SMHI/CCCma-CanESM2/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16295	litho	1422013741.237	     0.542	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp45/sem/tasmin/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16291	litho	1422013740.794	     1.082	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp26/sem/hus850/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16296	litho	1422013741.351	     0.559	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp45/sem/tasmax/SMHI/NCC-NorESM1-M/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16297	litho	1422013741.465	     0.554	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/sem/rlut/SMHI/NCC-NorESM1-M/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16298	litho	1422013741.569	     0.550	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp85/sem/tasmax/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16299	bio	1422013741.683	     0.547	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp26/sem/tas/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16300	litho	1422013741.793	     0.582	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp45/sem/ua200/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16301	litho	1422013741.902	     0.561	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/sem/ua200/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16302	litho	1422013742.007	     0.600	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp26/sem/ua200/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16303	litho	1422013742.119	     0.575	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp85/sem/tas/SMHI/CNRM-CERFACS-CNRM-CM5/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16304	litho	1422013742.231	     0.598	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp85/sem/tas/SMHI/CCCma-CanESM2/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16305	bio	1422013742.343	     0.565	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp85/sem/tasmin/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16306	litho	1422013742.451	     0.615	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp45/sem/tas/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16308	litho	1422013742.667	     0.540	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/evaluation/mon/ua200/CLMcom/ECMWF-ERAINT/CCLM4-8-17/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16309	litho	1422013742.776	     0.530	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/sem/rsdt/CLMcom/MPI-M-MPI-ESM-LR/CCLM4-8-17/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16307	litho	1422013742.558	     0.981	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/evaluation/mon/hus850/HMS/ECMWF-ERAINT/ALADIN52/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16310	litho	1422013742.890	     0.651	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp45/sem/rsdt/CLMcom/MPI-M-MPI-ESM-LR/CCLM4-8-17/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16311	bio	1422013743.006	     0.559	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp45/sem/rlut/SMHI/IPSL-IPSL-CM5A-MR/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16312	litho	1422013743.121	     0.600	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp85/sem/tas/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16315	bio	1422013743.453	     0.572	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp45/sem/tas/SMHI/NCC-NorESM1-M/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16316	litho	1422013743.566	     0.617	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp45/sem/tas/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16318	litho	1422013743.780	     0.582	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/sem/rlut/SMHI/IPSL-IPSL-CM5A-MR/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16319	bio	1422013743.886	     0.555	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp45/sem/rlut/SMHI/CCCma-CanESM2/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16313	litho	1422013743.229	     1.317	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp26/sem/tas/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16320	bio	1422013743.996	     0.559	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp85/sem/tas/SMHI/NCC-NorESM1-M/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16314	litho	1422013743.339	     1.240	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp85/sem/rsdt/SMHI/CSIRO-QCCCE-CSIRO-Mk3-6-0/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16317	litho	1422013743.674	     1.129	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp45/sem/rsdt/SMHI/CSIRO-QCCCE-CSIRO-Mk3-6-0/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16322	litho	1422013744.223	     0.593	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp45/sem/tas/SMHI/IPSL-IPSL-CM5A-MR/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16323	bio	1422013744.336	     0.539	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp85/sem/tas/SMHI/IPSL-IPSL-CM5A-MR/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16324	litho	1422013744.441	     0.578	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp85/sem/tas/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16325	bio	1422013744.546	     0.569	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/sem/ua200/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16321	bio	1422013744.116	     1.134	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp26/sem/ua200/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16327	litho	1422013744.769	     0.516	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/sem/rlut/SMHI/CCCma-CanESM2/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16328	litho	1422013744.875	     0.517	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp45/sem/ua200/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16331	bio	1422013745.223	     0.573	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/mon/mrfso/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16326	litho	1422013744.654	     1.223	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp45/sem/sund/KNMI/ICHEC-EC-EARTH/RACMO22E/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16332	litho	1422013745.332	     0.546	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/sem/ua200/SMHI/NCC-NorESM1-M/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16329	litho	1422013744.994	     1.730	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/historical/sem/huss/HMS/CNRM-CERFACS-CNRM-CM5/ALADIN52/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16330	litho	1422013745.115	     1.617	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/sem/sund/KNMI/ICHEC-EC-EARTH/RACMO22E/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16333	litho	1422013745.452	     1.281	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/sem/ua200/SMHI/IPSL-IPSL-CM5A-MR/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16334	bio	1422013745.567	     1.167	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp45/sem/ua200/SMHI/IPSL-IPSL-CM5A-MR/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
16335	bio	1422013745.679	     1.055	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp45/sem/ua200/SMHI/NCC-NorESM1-M/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
16336	bio	1422013745.797	     0.939	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/mon/snd/SMHI/NOAA-GFDL-GFDL-ESM2M/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
16337	litho	1422013745.906	     0.830	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44i/rcp45/sem/tasmax/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
